DISTRICT,YEAR,MONTH,SEASON,RAINFALL(in mm),TEMPERATURE(in Celsius),CROPS,SUCCESSFUL CROPS,MARKET RATE(per kg)(in Rupees)
Tenkasi,2012,December,Rabi,140.7,26.9,Turmeric,Paddy,70
Tenkasi,2013,January,Rabi,18.5,29.6,Paddy ,Paddy,75
Tenkasi,2013,February,Rabi,0.45,32.1,Maize,Sugarcane,30
Tenkasi,2013,March,Rabi,55.6,33.5,Cotton,Sugarcane,35
Tenkasi,2013,April,Kharif,88.8,34.8,Gingelly,Mango,135
Tenkasi,2013,May,Kharif,97.5,32.1,Groundnut,Mango,140
Tenkasi,2013,June,Kharif,19.6,30.8,Sugarcane,Coconut,45
Tenkasi,2013,July,Kharif,12.3,32.1,Banana,Coconut,50
Tenkasi,2013,August,Kharif,100.4,33.4,Brinjal,Banana,45
Tenkasi,2013,September,Kharif,50.6,30.6,Tomatoes,Black pepper,555
Tenkasi,2013,October,Kharif,88.9,29.8,Beans,Turmeric,160
Tenkasi,2013,November,Rabi,256.6,28.7,Black pepper,Turmeric,170
Tenkasi,2013,December,Rabi,140.6,28.7,Turmeric,Groundnut,130
Tenkasi,2014,January,Rabi,18.8,29.1,Paddy ,Groundnut,140
Tenkasi,2014,February,Rabi,2.9,32.6,Maize,Gingelly,130
Tenkasi,2014,March,Rabi,44.5,33.7,Cotton,Sugarcane,35
Tenkasi,2014,April,Kharif,88.8,33.2,Gingelly,Mango,145
Tenkasi,2014,May,Kharif,98.9,30.5,Groundnut,Mango,150
Tenkasi,2014,June,Kharif,15.5,32.1,Sugarcane,Coconut,45
Tenkasi,2014,July,Kharif,22.4,29.8,Banana,Tomatoes,30
Tenkasi,2014,August,Kharif,92.3,28.7,Brinjal,Tomatoes,35
Tenkasi,2014,September,Kharif,41.3,30.7,Tomatoes,Gingelly,145
Tenkasi,2014,October,Kharif,88.9,30.7,Beans,Okra,45
Tenkasi,2014,November,Rabi,265,28.6,Black pepper,Groundnut,100
Tenkasi,2014,December,Rabi,140.4,26.9,Turmeric,Paddy,50
Tenkasi,2015,January,Rabi,24.4,29.5,Paddy ,Paddy,60
Tenkasi,2015,February,Rabi,1.1,32.1,Maize,Coconut,20
Tenkasi,2015,March,Rabi,55.6,33.6,Cotton,Sugarcane,35
Tenkasi,2015,April,Kharif,99.7,33.4,Gingelly,Mango,135
Tenkasi,2015,May,Kharif,88.8,31.7,Groundnut,Mango,145
Tenkasi,2015,June,Kharif,11.2,28.3,Sugarcane,Banana,55
Tenkasi,2015,July,Kharif,14.4,27.5,Banana,groundnut,125
Tenkasi,2015,August,Kharif,78.8,29.7,Brinjal,Turmeric,190
Tenkasi,2015,September,Kharif,44.5,33.2,Tomatoes,Turmeric,200
Tenkasi,2015,October,Kharif,87.6,29.7,Beans,Beans,85
Tenkasi,2015,November,Rabi,214.3,28.4,Black pepper,Paddy,80
Tenkasi,2015,December,Rabi,155.6,28.6,Turmeric,Paddy,80
Tenkasi,2016,January,Rabi,14.5,29.4,Paddy ,Banana,55
Tenkasi,2016,February,Rabi,98,29.6,Maize,Sugarcane,35
Tenkasi,2016,March,Rabi,56.4,33.6,Cotton,Coconut,40
Tenkasi,2016,April,Kharif,88.6,30.4,Gingelly,Mango,110
Tenkasi,2016,May,Kharif,99.8,32.4,Groundnut,Mango,140
Tenkasi,2016,June,Kharif,13.5,29.8,Sugarcane,Banana,55
Tenkasi,2016,July,Kharif,17.3,29.4,Banana,Gingelly,115
Tenkasi,2016,August,Kharif,100.5,30.2,Brinjal,Black pepper,450
Tenkasi,2016,September,Kharif,50.8,29.6,Tomatoes,Brinjal,35
Tenkasi,2016,October,Kharif,88.7,32.4,Beans,Turmeric,160
Tenkasi,2016,November,Rabi,264.6,28.7,Black pepper,Banana,60
Tenkasi,2016,December,Rabi,140.7,27.5,Turmeric,Groundnut,125
Tenkasi,2017,January,Rabi,45.5,29.6,Paddy ,Groundnut,135
Tenkasi,2017,February,Rabi,1.2,31.4,Maize,Coconut,45
Tenkasi,2017,March,Rabi,45.6,33.4,Cotton,Sugarcane,35
Tenkasi,2017,April,Kharif,88.7,32.5,Gingelly,Mango,135
Tenkasi,2017,May,Kharif,98.8,32.6,Groundnut,Mango,145
Tenkasi,2017,June,Kharif,33.4,29.7,Sugarcane,Tomatoes,35
Tenkasi,2017,July,Kharif,18.8,29.4,Banana,Tomatoes,40
Tenkasi,2017,August,Kharif,99.8,28.5,Brinjal,Gingelly,140
Tenkasi,2017,September,Kharif,48.8,29.1,Tomatoes,Black pepper,560
Tenkasi,2017,October,Kharif,88.7,28.9,Beans,Turmeric,190
Tenkasi,2017,November,Rabi,220.1,27.9,Black pepper,Turmeric,200
Tenkasi,2017,December,Rabi,133.4,28.7,Turmeric,Turmeric,200
Tenkasi,2018,January,Rabi,13.5,29.4,Paddy ,Paddy,70
Tenkasi,2018,February,Rabi,0.2,32.1,Maize,Paddy,80
Tenkasi,2018,March,Rabi,42.2,33.5,Cotton,Sugarcane,40
Tenkasi,2018,April,Kharif,77.9,34.9,Gingelly,Coconut,45
Tenkasi,2018,May,Kharif,81.8,32.1,Groundnut,Mango,120
Tenkasi,2018,June,Kharif,12.9,32.5,Sugarcane,Banana,50
Tenkasi,2018,July,Kharif,13.4,29.4,Banana,Black pepper,590
Tenkasi,2018,August,Kharif,90.9,29.4,Brinjal,Turmeric,180
Tenkasi,2018,September,Kharif,40.9,29.3,Tomatoes,Groundnut,130
Tenkasi,2018,October,Kharif,86.8,29.3,Beans,Beans,95
Tenkasi,2018,November,Rabi,215.6,28.3,Black pepper,Groundnut,145
Tenkasi,2018,December,Rabi,130.5,29.1,Turmeric,Groundnut,150
Tenkasi,2019,January,Rabi,13.5,28.4,Paddy ,Paddy,65
Tenkasi,2019,February,Rabi,0.2,31.5,Maize,Sugarcane,35
Tenkasi,2019,March,Rabi,42.2,33.6,Cotton,Sugarcane,40
Tenkasi,2019,April,Kharif,77.9,32.2,Gingelly,Mango,70
Tenkasi,2019,May,Kharif,81.8,31.2,Groundnut,Mango,80
Tenkasi,2019,June,Kharif,12.9,30.6,Sugarcane,Banana,50
Tenkasi,2019,July,Kharif,13.4,29.3,Banana,Black pepper,530
Tenkasi,2019,August,Kharif,90.9,30.3,Brinjal,Gingelly,130
Tenkasi,2019,September,Kharif,40.9,32.1,Tomatoes,Beans,80
Tenkasi,2019,October,Kharif,86.8,28.5,Beans,Gingelly,125
Tenkasi,2019,November,Rabi,215.6,27.9,Black pepper,Turmeric,195
Tenkasi,2019,December,Rabi,130.5,28.5,Turmeric,Turmeric,200
Tenkasi,2020,January,Rabi,13.5,29.3,Paddy ,Banana,45
Tenkasi,2020,February,Rabi,0.2,31.8,Maize,Banana,50
Tenkasi,2020,March,Rabi,42.2,33.7,Cotton,Sugarcane,35
Tenkasi,2020,April,Kharif,77.9,36.5,Gingelly,Coconut,45
Tenkasi,2020,May,Kharif,81.8,32.1,Groundnut,Mango,140
Tenkasi,2020,June,Kharif,12.9,29.8,Sugarcane,Gingelly,145
Tenkasi,2020,July,Kharif,13.4,29.8,Banana,Black pepper,550
Tenkasi,2020,August,Kharif,90.9,29.1,Brinjal,Tomatoes,35
Tenkasi,2020,September,Kharif,40.9,32.4,Tomatoes,Tomatoes,40
Tenkasi,2020,October,Kharif,86.8,33.2,Beans,Brinjal,35
Tenkasi,2020,November,Rabi,215.6,28.4,Black pepper,Paddy,60
Tenkasi,2020,December,Rabi,130.5,28.9,Turmeric,Paddy,70
Tenkasi,2021,January,Rabi,13.5,29.5,Paddy ,Banana,50
Tenkasi,2021,February,Rabi,0.2,32.5,Maize,Sugarcane,30
Tenkasi,2021,March,Rabi,42.2,33.1,Cotton,Sugarcane,35
Tenkasi,2021,April,Kharif,77.9,36.4,Gingelly,Coconut,45
Tenkasi,2021,May,Kharif,81.8,31.4,Groundnut,Mango,140
Tenkasi,2021,June,Kharif,12.9,29.8,Sugarcane,Gingelly,130
Tenkasi,2021,July,Kharif,13.4,29.4,Banana,Black pepper,560
Tenkasi,2021,August,Kharif,90.9,28.1,Brinjal,Turmeric,180
Tenkasi,2021,September,Kharif,40.9,29.4,Tomatoes,Turmeric,190
Tenkasi,2021,October,Kharif,86.8,30.5,Beans,Groundnut,130
Tenkasi,2021,November,Rabi,215.6,30.4,Black pepper,Groundnut,140
Tenkasi,2021,December,Rabi,130.5,28.9,Turmeric,Banana,45
Tenkasi,2022,January,Rabi,13.5,29.8,Paddy ,Banana,55
Tenkasi,2022,February,Rabi,0.2,32.1,Maize,Sugarcane,35
Tenkasi,2022,March,Rabi,42.2,33.2,Cotton,Sugarcane,40
Tenkasi,2022,April,Kharif,77.9,35.4,Gingelly,Coconut,45
Tenkasi,2022,May,Kharif,81.8,32.8,Groundnut,Mango,120
Tenkasi,2022,June,Kharif,12.9,28.5,Sugarcane,Tomatoes,30
Tenkasi,2022,July,Kharif,13.4,29.5,Banana,Tomatoes,40
Tenkasi,2022,August,Kharif,90.9,29.4,Brinjal,Gingelly,135
Tenkasi,2022,September,Kharif,40.9,29.8,Tomatoes,Paddy,60
Tenkasi,2022,October,Kharif,86.8,30.7,Beans,Black pepper,580
Tenkasi,2022,November,Rabi,215.6,30.8,Black pepper,Groundnut,145
Tenkasi,2022,December,Rabi,130.5,28.3,Turmeric,Groundnut,150
Tenkasi,2023,January,Rabi,6.84,29.6,Paddy ,Paddy,60
Tenkasi,2023,February,Rabi,2.3,32.1,Maize,Banana,50
Tenkasi,2023,March,Rabi,3.3,35.4,Cotton,Sugarcane,30
Tenkasi,2023,April,Kharif,0.1,32.1,Gingelly,Mango,130
Tenkasi,2023,May,Kharif,0,32.8,Groundnut,Mango,140
Tenkasi,2023,June,Kharif,3.4,30.5,Sugarcane,Coconut,35
Tenkasi,2023,July,Kharif,5.6,32.8,Banana,Tomatoes,35
Tenkasi,2023,August,Kharif,6.6,29.5,Brinjal,Tomatoes,40
Tenkasi,2023,September,Kharif,3.4,28.7,Tomatoes,Groundnut,100
Tenkasi,2023,October,Kharif,5.5,30.4,Beans,Groundnut,110
Tenkasi,2023,November,Rabi,12.3,30.5,Black pepper,Paddy,60
Tenkasi,2023,December,Rabi,33.4,28.7,Turmeric,Turmeric,180
Thanjavur,2007,January,Rabi,18.9,29.98,Paddy ,Paddy,60
Thanjavur,2007,February,Rabi,2.3,32.59,Green gram,Paddy,70
Thanjavur,2007,March,Rabi,4.8,35.89,Jaggery,Maize,20
Thanjavur,2007,April,Kharif,14.4,38.19,Groundnut,Sugarcane,35
Thanjavur,2007,May,Kharif,35.5,38.97,Sugarcane,Sugarcane,40
Thanjavur,2007,June,Kharif,33.4,37.3,Maize,Soybean ,
Thanjavur,2007,July,Kharif,44.5,36.63,Red gram,Cocoa,
Thanjavur,2007,August,Kharif,30.7,35.71,Soybean,Green gram,90
Thanjavur,2007,September,Kharif,39.7,35.19,Tomatoes,Redgram,120
Thanjavur,2007,October,Kharif,139.4,33.2,Onion,Groundnut,130
Thanjavur,2007,November,Rabi,321.3,30.56,Cocoa,Onion,30
Thanjavur,2007,December,Rabi,33.4,29.3,Betel vine,Onion,60
Thanjavur,2008,January,Rabi,1.1,28.76,Paddy ,Paddy,50
Thanjavur,2008,February,Rabi,4.3,30.15,Green gram,Paddy,60
Thanjavur,2008,March,Rabi,2.3,36.87,Jaggery,Groundnut,120
Thanjavur,2008,April,Kharif,3.4,39.87,Groundnut,Sugarcane,30
Thanjavur,2008,May,Kharif,1.5,39.98,Sugarcane,Sugarcane,35
Thanjavur,2008,June,Kharif,12.3,36.87,Maize,Maize,
Thanjavur,2008,July,Kharif,55.4,37.37,Red gram,Paddy,80
Thanjavur,2008,August,Kharif,87.7,38.98,Soybean,Green gram,85
Thanjavur,2008,September,Kharif,245.7,34.98,Tomatoes,Green gram,85
Thanjavur,2008,October,Kharif,208.8,34.98,Onion,Groundnut,130
Thanjavur,2008,November,Rabi,188.4,34.39,Cocoa,Jaggery,
Thanjavur,2008,December,Rabi,176.3,29.98,Betel vine,Maize,
Thanjavur,2009,January,Rabi,22.3,29.87,Paddy ,Paddy,60
Thanjavur,2009,February,Rabi,2.2,31.29,Green gram,Paddy,70
Thanjavur,2009,March,Rabi,0.54,35.09,Jaggery,Groundnut,80
Thanjavur,2009,April,Kharif,7.6,37.65,Groundnut,Sugarcane,35
Thanjavur,2009,May,Kharif,22.3,37.45,Sugarcane,Sugarcane,35
Thanjavur,2009,June,Kharif,45.4,36.87,Maize,Cocoa,40
Thanjavur,2009,July,Kharif,133.4,35.48,Red gram,Redgram,80
Thanjavur,2009,August,Kharif,77.6,34.98,Soybean,Soybean ,
Thanjavur,2009,September,Kharif,98.7,34.98,Tomatoes,Paddy,40
Thanjavur,2009,October,Kharif,87.5,32.87,Onion,Paddy,60
Thanjavur,2009,November,Rabi,160.4,32.98,Cocoa,Cocoa,
Thanjavur,2009,December,Rabi,345.2,28.87,Betel vine,Jaggery,
Thanjavur,2010,January,Rabi,288.4,28.76,Paddy ,Paddy,80
Thanjavur,2010,February,Rabi,165,31.28,Green gram,Paddy,80
Thanjavur,2010,March,Rabi,1.45,34.85,Jaggery,Jaggery,
Thanjavur,2010,April,Kharif,20.4,37.76,Groundnut,Sugarcane,35
Thanjavur,2010,May,Kharif,55,37.76,Sugarcane,Sugarcane,45
Thanjavur,2010,June,Kharif,45.6,36.87,Maize,Cocoa,
Thanjavur,2010,July,Kharif,77.7,35.87,Red gram,Paddy,30
Thanjavur,2010,August,Kharif,134.4,34.98,Soybean,Green gram,90
Thanjavur,2010,September,Kharif,166.3,38.87,Tomatoes,Soybean ,
Thanjavur,2010,October,Kharif,278.4,38.47,Onion,Groundnut,130
Thanjavur,2010,November,Rabi,455.3,31.98,Cocoa,Tomato,35
Thanjavur,2010,December,Rabi,45.6,28.27,Betel vine,Paddy,40
Thanjavur,2011,January,Rabi,98.9,26.98,Paddy ,Groundnut,140
Thanjavur,2011,February,Rabi,33.4,32.98,Green gram,Jaggery,
Thanjavur,2011,March,Rabi,18.9,34.87,Jaggery,Groundnut,130
Thanjavur,2011,April,Kharif,66.5,37.98,Groundnut,Sugarcane,35
Thanjavur,2011,May,Kharif,55.6,37.96,Sugarcane,Sugarcane,45
Thanjavur,2011,June,Kharif,78.2,36.47,Maize,Paddy,50
Thanjavur,2011,July,Kharif,144.5,35.48,Red gram,Paddy,60
Thanjavur,2011,August,Kharif,107.6,34.98,Soybean,Redgram,100
Thanjavur,2011,September,Kharif,156.5,34.56,Tomatoes,Redgram,120
Thanjavur,2011,October,Kharif,166.5,32.17,Onion,Cocoa,
Thanjavur,2011,November,Rabi,176.5,31.28,Cocoa,Paddy,70
Thanjavur,2011,December,Rabi,176.5,28.76,Betel vine,Jaggery,
Thanjavur,2012,January,Rabi,22.5,28.37,Paddy ,Groundnut,140
Thanjavur,2012,February,Rabi,2.3,31.28,Green gram,Paddy,50
Thanjavur,2012,March,Rabi,4.5,34.58,Jaggery,Paddy,60
Thanjavur,2012,April,Kharif,20.3,37.49,Groundnut,Sugarcane,35
Thanjavur,2012,May,Kharif,34.5,37.47,Sugarcane,Sugarcane,40
Thanjavur,2012,June,Kharif,37.6,38.49,Maize,Maize,
Thanjavur,2012,July,Kharif,44.7,37.49,Red gram,Maize,
Thanjavur,2012,August,Kharif,34.5,34.98,Soybean,Cocoa,
Thanjavur,2012,September,Kharif,34.5,34.87,Tomatoes,Paddy,60
Thanjavur,2012,October,Kharif,134.5,32.18,Onion,Groundnut,120
Thanjavur,2012,November,Rabi,288.6,29.28,Cocoa,Paddy,60
Thanjavur,2012,December,Rabi,22.6,27.28,Betel vine,Soybean ,
Thanjavur,2013,January,Rabi,2.1,32.82,Paddy ,Paddy,80
Thanjavur,2013,February,Rabi,3.98,31.28,Green gram,Green gram,90
Thanjavur,2013,March,Rabi,3.5,34.38,Jaggery,Paddy,80
Thanjavur,2013,April,Kharif,5.5,37.38,Groundnut,Sugarcane,40
Thanjavur,2013,May,Kharif,1.89,37.47,Sugarcane,Sugarcane,40
Thanjavur,2013,June,Kharif,4.7,36.48,Maize,Jaggery,
Thanjavur,2013,July,Kharif,55.6,35.48,Red gram,Tomato,30
Thanjavur,2013,August,Kharif,99.8,38.48,Soybean,Tomato,35
Thanjavur,2013,September,Kharif,267.6,34.98,Tomatoes,Soybean ,
Thanjavur,2013,October,Kharif,216.5,32.37,Onion,Groundnut,130
Thanjavur,2013,November,Rabi,188.8,31.28,Cocoa,Groundnut,140
Thanjavur,2013,December,Rabi,171.4,27.38,Betel vine,Green gram,90
Thanjavur,2014,January,Rabi,19.2,27.38,Paddy ,Redgram,110
Thanjavur,2014,February,Rabi,2.9,31.98,Green gram,Paddy,60
Thanjavur,2014,March,Rabi,3.4,34.65,Jaggery,Paddy,70
Thanjavur,2014,April,Kharif,9.5,37.47,Groundnut,Sugarcane,35
Thanjavur,2014,May,Kharif,55.6,37.48,Sugarcane,Sugarcane,40
Thanjavur,2014,June,Kharif,45.6,36.48,Maize,Maize,
Thanjavur,2014,July,Kharif,131.4,35.48,Red gram,Paddy,60
Thanjavur,2014,August,Kharif,77.6,34.98,Soybean,Paddy,70
Thanjavur,2014,September,Kharif,94.5,34.87,Tomatoes,Groundnut,130
Thanjavur,2014,October,Kharif,88.9,32.87,Onion,Cocoa,
Thanjavur,2014,November,Rabi,160.5,36.48,Cocoa,Jaggery,
Thanjavur,2014,December,Rabi,345.8,28.39,Betel vine,Jaggery,
Thanjavur,2015,January,Rabi,256.7,27.38,Paddy ,Paddy,80
Thanjavur,2015,February,Rabi,214.2,32.82,Green gram,Paddy,80
Thanjavur,2015,March,Rabi,2.2,34.48,Jaggery,Paddy,80
Thanjavur,2015,April,Kharif,22.2,39.38,Groundnut,Maize,
Thanjavur,2015,May,Kharif,55.4,37.49,Sugarcane,Sugarcane,30
Thanjavur,2015,June,Kharif,56.6,36.98,Maize,Sugarcane,40
Thanjavur,2015,July,Kharif,77.6,35.48,Red gram,Maize,
Thanjavur,2015,August,Kharif,133.5,34.58,Soybean,Paddy,40
Thanjavur,2015,September,Kharif,145.8,34.98,Tomatoes,Redgram,80
Thanjavur,2015,October,Kharif,266.7,32.09,Onion,Groundnut,140
Thanjavur,2015,November,Rabi,433.5,31.82,Cocoa,Jaggery,
Thanjavur,2015,December,Rabi,55,28.37,Betel vine,Paddy,70
Thanjavur,2016,January,Rabi,100.3,27.38,Paddy ,Maize,
Thanjavur,2016,February,Rabi,23.4,31.29,Green gram,Cocoa,
Thanjavur,2016,March,Rabi,33.4,34.85,Jaggery,Paddy,80
Thanjavur,2016,April,Kharif,66.5,37.46,Groundnut,Sugarcane,40
Thanjavur,2016,May,Kharif,55.4,37.48,Sugarcane,Sugarcane,35
Thanjavur,2016,June,Kharif,77.8,36.98,Maize,Paddy,40
Thanjavur,2016,July,Kharif,145.3,35.48,Red gram,Paddy,70
Thanjavur,2016,August,Kharif,100.5,34.98,Soybean,Green gram,75
Thanjavur,2016,September,Kharif,144.3,38.94,Tomatoes,Redgram,95
Thanjavur,2016,October,Kharif,133.2,34.87,Onion,Soybean ,
Thanjavur,2016,November,Rabi,122.6,29.29,Cocoa,Groundnut,125
Thanjavur,2016,December,Rabi,177.6,28.39,Betel vine,Groundnut,135
Thanjavur,2017,January,Rabi,18.9,28.27,Paddy ,Cocoa,
Thanjavur,2017,February,Rabi,2.4,29.28,Green gram,Jaggery,
Thanjavur,2017,March,Rabi,3.7,37.29,Jaggery,Paddy,50
Thanjavur,2017,April,Kharif,18.9,37.36,Groundnut,Sugarcane,30
Thanjavur,2017,May,Kharif,45.6,36.48,Sugarcane,Sugarcane,40
Thanjavur,2017,June,Kharif,36.7,36.47,Maize,Groundnut,120
Thanjavur,2017,July,Kharif,45.6,34.48,Red gram,Maize,
Thanjavur,2017,August,Kharif,33.4,34.98,Soybean,Maize,
Thanjavur,2017,September,Kharif,40.6,34.76,Tomatoes,Paddy,45
Thanjavur,2017,October,Kharif,145.6,31.87,Onion,Tomato,30
Thanjavur,2017,November,Rabi,312.4,29.28,Cocoa,Cocoa,
Thanjavur,2017,December,Rabi,33.5,29.28,Betel vine,Maize,
Thanjavur,2018,January,Rabi,21.9,29.28,Paddy ,Paddy,65
Thanjavur,2018,February,Rabi,0,31.28,Green gram,Paddy,75
Thanjavur,2018,March,Rabi,3.9,34.57,Jaggery,Groundnut,135
Thanjavur,2018,April,Kharif,16,37.39,Groundnut,Sugarcane,35
Thanjavur,2018,May,Kharif,39.5,373.39,Sugarcane,Sugarcane,45
Thanjavur,2018,June,Kharif,36,38.68,Maize,Jaggery,
Thanjavur,2018,July,Kharif,44.7,35.48,Red gram,Soybean ,
Thanjavur,2018,August,Kharif,31.9,34.57,Soybean,Maize,
Thanjavur,2018,September,Kharif,38.4,38.49,Tomatoes,Redgram,110
Thanjavur,2018,October,Kharif,127.9,36.48,Onion,Groundnut,125
Thanjavur,2018,November,Rabi,311.7,29.28,Cocoa,Paddy,55
Thanjavur,2018,December,Rabi,31.9,28.28,Betel vine,Green gram,85
Thanjavur,2019,January,Rabi,0,38.37,Paddy ,Groundnut,135
Thanjavur,2019,February,Rabi,3,30.18,Green gram,Paddy,55
Thanjavur,2019,March,Rabi,0,29.87,Jaggery,Paddy,75
Thanjavur,2019,April,Kharif,5.1,32.87,Groundnut,Sugarcane,30
Thanjavur,2019,May,Kharif,1.5,37.28,Sugarcane,Sugarcane,40
Thanjavur,2019,June,Kharif,4.5,36.48,Maize,Jaggery,
Thanjavur,2019,July,Kharif,44.8,36.87,Red gram,Jaggery,
Thanjavur,2019,August,Kharif,93.4,37.36,Soybean,Onion,30
Thanjavur,2019,September,Kharif,236.7,35.47,Tomatoes,Onion,40
Thanjavur,2019,October,Kharif,206.6,31.28,Onion,Paddy,50
Thanjavur,2019,November,Rabi,177.7,29.28,Cocoa,Cocoa,
Thanjavur,2019,December,Rabi,168.9,29.87,Betel vine,Maize,
Thanjavur,2020,January,Rabi,18.9,27.38,Paddy ,Paddy,60
Thanjavur,2020,February,Rabi,0,30.19,Green gram,Paddy,70
Thanjavur,2020,March,Rabi,0.2,36.28,Jaggery,Paddy,80
Thanjavur,2020,April,Kharif,8.1,37.46,Groundnut,Sugarcane,35
Thanjavur,2020,May,Kharif,46.4,37.46,Sugarcane,Sugarcane,40
Thanjavur,2020,June,Kharif,35.4,37.38,Maize,Redgram,115
Thanjavur,2020,July,Kharif,121.8,35.48,Red gram,Tomato ,20
Thanjavur,2020,August,Kharif,67.2,37.48,Soybean,Tomato,30
Thanjavur,2020,September,Kharif,91.4,39.39,Tomatoes,Jaggery,
Thanjavur,2020,October,Kharif,82.4,37.28,Onion,Groundnut,145
Thanjavur,2020,November,Rabi,150.9,29.38,Cocoa,Green gram,95
Thanjavur,2020,December,Rabi,348.6,20.18,Betel vine,Paddy,75
Thanjavur,2021,January,Rabi,276.2,26.28,Paddy ,Groundnut,130
Thanjavur,2021,February,Rabi,204,32.88,Green gram,Groundnut,145
Thanjavur,2021,March,Rabi,0,37.26,Jaggery,Jaggery,
Thanjavur,2021,April,Kharif,18.7,38.38,Groundnut,Sugarcane,30
Thanjavur,2021,May,Kharif,45,37.39,Sugarcane,Sugarcane,40
Thanjavur,2021,June,Kharif,40.2,35.47,Maize,Tomato ,30
Thanjavur,2021,July,Kharif,69.2,34.27,Red gram,Tomato,35
Thanjavur,2021,August,Kharif,128.8,36.47,Soybean,Paddy,65
Thanjavur,2021,September,Kharif,132.7,29.87,Tomatoes,Paddy,75
Thanjavur,2021,October,Kharif,246,30.28,Onion,Jaggery,
Thanjavur,2021,November,Rabi,577.3,29.98,Cocoa,Cocoa,
Thanjavur,2021,December,Rabi,44,27.98,Betel vine,Cocoa,
Thanjavur,2022,January,Rabi,90.5,27.26,Paddy ,Maize,
Thanjavur,2022,February,Rabi,22.8,38.98,Green gram,Paddy,80
Thanjavur,2022,March,Rabi,17.8,34.45,Jaggery,Paddy,80
Thanjavur,2022,April,Kharif,57.8,35.35,Groundnut,Sugarcane,30
Thanjavur,2022,May,Kharif,51,37.36,Sugarcane,Sugarcane,25
Thanjavur,2022,June,Kharif,72,38.98,Maize,Green gram,75
Thanjavur,2022,July,Kharif,134.7,38.92,Red gram,Paddy,60
Thanjavur,2022,August,Kharif,106.5,35.45,Soybean,Soybean ,
Thanjavur,2022,September,Kharif,145.3,34.23,Tomatoes,Groundnut,110
Thanjavur,2022,October,Kharif,144.7,30.29,Onion,Jaggery,
Thanjavur,2022,November,Rabi,156.1,29.38,Cocoa,Paddy,65
Thanjavur,2022,December,Rabi,165.7,28.37,Betel vine,Paddy,75
Thanjavur,2023,January,Rabi,5.5,28.76,Paddy ,Maize,
Thanjavur,2023,February,Rabi,2.2,31.82,Green gram,Paddy,80
Thanjavur,2023,March,Rabi,2.3,34.55,Jaggery,Paddy,75
Thanjavur,2023,April,Kharif,0,37.43,Groundnut,Sugarcane,35
Thanjavur,2023,May,Kharif,0,37.87,Sugarcane,Sugarcane,40
Thanjavur,2023,June,Kharif,5.5,32.36,Maize,Maize,
Thanjavur,2023,July,Kharif,6.7,35.47,Red gram,Soybean ,
Thanjavur,2023,August,Kharif,3.3,38.37,Soybean,Tomato,25
Thanjavur,2023,September,Kharif,4.5,34.56,Tomatoes,Tomato,35
Thanjavur,2023,October,Kharif,9.4,32.18,Onion,Groundnut,120
Thanjavur,2023,November,Rabi,11.4,29.28,Cocoa,Cocoa,
Thanjavur,2023,December,Rabi,33.4,27.99,Betel vine,Paddy,75
Theni,2007,January,Rabi,3.2,29.21,Tomatoes,Cardamom,1555
Theni,2007,February,Rabi,12.3,31.5,Onion,Pepper,
Theni,2007,March,Rabi,25.1,34.26,Egg plant,Cabbage,30
Theni,2007,April,Kharif,67,36.18,Okra,Mango,140
Theni,2007,May,Kharif,177.5,36.09,Mango,Mango,150
Theni,2007,June,Kharif,86,33.34,Banana,Tomato,25
Theni,2007,July,Kharif,112.4,32.77,Cabbage,Tomato,35
Theni,2007,August,Kharif,115.4,32.79,Beetroot,Pepper,
Theni,2007,September,Kharif,113,33.05,Pepper,Beetroot,
Theni,2007,October,Kharif,245,31.62,Cardamom,Beetroot,
Theni,2007,November,Rabi,88.7,29.34,Tea,Coffee,
Theni,2007,December,Rabi,6.4,28.43,Coffee,Eggplant,30
Theni,2008,January,Rabi,2.3,28.27,Tomatoes,Okra,45
Theni,2008,February,Rabi,13.4,30.28,Onion,Banana,35
Theni,2008,March,Rabi,65.4,33.98,Egg plant,Banana,45
Theni,2008,April,Kharif,45,37.26,Okra,Mango,90
Theni,2008,May,Kharif,34.5,37.28,Mango,Mango,110
Theni,2008,June,Kharif,22.2,32.28,Banana,Cabbage,40
Theni,2008,July,Kharif,35.7,30.98,Cabbage,Eggplant,30
Theni,2008,August,Kharif,150.9,31.23,Beetroot,Cardamom,2000
Theni,2008,September,Kharif,120.1,32.36,Pepper,Pepper,
Theni,2008,October,Kharif,155.6,30.29,Cardamom,Beetroot,
Theni,2008,November,Rabi,99.6,28.27,Tea,Okra,60
Theni,2008,December,Rabi,44.3,27.87,Coffee,Banana,35
Theni,2009,January,Rabi,3.4,28.76,Tomatoes,Banana,55
Theni,2009,February,Rabi,0.45,30.28,Onion,Banana,60
Theni,2009,March,Rabi,7.6,33.27,Egg plant,Pepper,
Theni,2009,April,Kharif,55.4,35.34,Okra,Mango,50
Theni,2009,May,Kharif,63.1,35.47,Mango,Mango,150
Theni,2009,June,Kharif,44.1,32.38,Banana,Onion,60
Theni,2009,July,Kharif,77.4,31.28,Cabbage,Onion,60
Theni,2009,August,Kharif,155.4,31.98,Beetroot,Onion,60
Theni,2009,September,Kharif,176.8,34.37,Pepper,Cabbage,30
Theni,2009,October,Kharif,94.4,30.28,Cardamom,Beetroot,
Theni,2009,November,Rabi,203.4,28.37,Tea,Banana,30
